Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Mikhail Kukushkin,Kei Nishikori,0,1/4/2016,Brisbane,69,2016-M020,286,65,8,KAZ,27,35,15,20,0.428571429,0.426966292,1.191011236,1490.491878,JPN,25,64,50,14,0.78125,0.694610778,1.814371257,1745.623536
Radek Stepanek,Bernard Tomic,0,1/4/2016,Brisbane,69,2016-M020,287,197,18,CZE,36,15,6,9,0.4,0.435897436,1.846153846,1501.714338,AUS,23,61,37,24,0.606557377,0.575757576,3.454545455,1636.615565
Milos Raonic,Ivan Dodig,1,1/4/2016,Brisbane,69,2016-M020,288,14,87,CAN,24,46,32,14,0.695652174,0.620967742,5.991935484,1702.29913,CRO,30,19,8,11,0.421052632,0.479166667,3.4375,1453.241193
David Goffin,Lucas Pouille,0,1/4/2016,Brisbane,69,2016-M020,289,16,78,BEL,24,55,33,22,0.6,0.576388889,2.326388889,1629.529495,FRA,21,25,11,14,0.44,0.467741935,1.967741935,1503.696479
Dominic Thiem,Denis Kudla,1,1/4/2016,Brisbane,69,2016-M020,290,20,69,AUT,22,55,29,26,0.527272727,0.517730496,2.453900709,1575.17497,USA,23,22,8,14,0.363636364,0.403225806,2.064516129,1429.964475
Marin Cilic,Hyeon Chung,1,1/4/2016,Brisbane,69,2016-M020,291,13,51,CRO,27,54,35,19,0.648148148,0.604026846,4.33557047,1667.866574,KOR,19,18,9,9,0.5,0.5,1.75,1528.134579
Grigor Dimitrov,Viktor Troicki,1,1/4/2016,Brisbane,69,2016-M020,292,28,22,BUL,24,53,31,22,0.58490566,0.567375887,2.758865248,1607.935247,SRB,29,60,33,27,0.55,0.515337423,3.693251534,1539.722247
Tobias Kamke,Roger Federer,0,1/4/2016,Brisbane,69,2016-M020,293,277,3,GER,28,6,1,5,0.166666667,0.25,0.8125,1418.792067,SUI,34,71,60,11,0.845070423,0.792349727,3.245901639,1879.288786
Bernard Tomic,Kei Nishikori,1,1/4/2016,Brisbane,69,2016-M020,294,18,8,AUS,23,61,37,24,0.606557377,0.575757576,3.454545455,1636.615565,JPN,25,64,50,14,0.78125,0.694610778,1.814371257,1745.623536
Milos Raonic,Lucas Pouille,1,1/4/2016,Brisbane,69,2016-M020,295,14,78,CAN,24,46,32,14,0.695652174,0.620967742,5.991935484,1702.29913,FRA,21,25,11,14,0.44,0.467741935,1.967741935,1503.696479
Dominic Thiem,Marin Cilic,1,1/4/2016,Brisbane,69,2016-M020,296,20,13,AUT,22,55,29,26,0.527272727,0.517730496,2.453900709,1575.17497,CRO,27,54,35,19,0.648148148,0.604026846,4.33557047,1667.866574
Roger Federer,Grigor Dimitrov,1,1/4/2016,Brisbane,69,2016-M020,297,3,28,SUI,34,71,60,11,0.845070423,0.792349727,3.245901639,1879.288786,BUL,24,53,31,22,0.58490566,0.567375887,2.758865248,1607.935247
Bernard Tomic,Milos Raonic,0,1/4/2016,Brisbane,69,2016-M020,298,18,14,AUS,23,61,37,24,0.606557377,0.575757576,3.454545455,1636.615565,CAN,24,46,32,14,0.695652174,0.620967742,5.991935484,1702.29913
Dominic Thiem,Roger Federer,0,1/4/2016,Brisbane,69,2016-M020,299,20,3,AUT,22,55,29,26,0.527272727,0.517730496,2.453900709,1575.17497,SUI,34,71,60,11,0.845070423,0.792349727,3.245901639,1879.288786
Milos Raonic,Roger Federer,1,1/4/2016,Brisbane,69,2016-M020,300,14,3,CAN,24,46,32,14,0.695652174,0.620967742,5.991935484,1702.29913,SUI,34,71,60,11,0.845070423,0.792349727,3.245901639,1879.288786
Philipp Kohlschreiber,Benjamin Becker,1,1/11/2016,Auckland,70,2016-0301,271,34,98,GER,32,49,29,20,0.591836735,0.5859375,2.0546875,1612.593515,GER,34,29,9,20,0.310344828,0.388235294,2.329411765,1393.755571
Thiemo De Bakker,Albert Ramos,1,1/11/2016,Auckland,70,2016-0301,272,100,55,NED,26,5,2,3,0.4,0.428571429,3.285714286,1436.750911,ESP,27,39,15,24,0.384615385,0.432989691,1.484536082,1430.638855
Joao Sousa,Fabio Fognini,0,1/11/2016,Auckland,70,2016-0301,273,33,21,POR,26,63,33,30,0.523809524,0.5,1.158227848,1576.938525,ITA,28,55,30,25,0.545454545,0.514285714,1.328571429,1591.828859
Finn Tearney,Donald Young,0,1/11/2016,Auckland,70,2016-0301,276,365,46,NA,NA,0,0,0,0,0,0,1500,USA,26,40,20,20,0.5,0.476635514,1.392523364,1534.530757
Jiri Vesely,Roberto Bautista Agut,0,1/11/2016,Auckland,70,2016-0301,277,42,25,CZE,22,47,22,25,0.468085106,0.504201681,2.756302521,1483.993227,ESP,27,67,39,28,0.582089552,0.579881657,1.485207101,1668.799535
Vasek Pospisil,Ivo Karlovic,1,1/11/2016,Auckland,70,2016-0301,278,39,23,CAN,25,45,23,22,0.511111111,0.487603306,4.033057851,1551.943561,CRO,36,59,35,24,0.593220339,0.563291139,8.544303797,1580.820313
Victor Estrella,Jack Sock,0,1/11/2016,Auckland,70,2016-0301,279,56,26,DOM,35,31,15,16,0.483870968,0.448717949,1.461538462,1479.794714,USA,23,49,32,17,0.653061224,0.609756098,2.349593496,1705.695184
Robin Haase,Pablo Andujar,1,1/11/2016,Auckland,70,2016-0301,280,64,59,NED,28,34,14,20,0.411764706,0.425531915,1.968085106,1490.870988,ESP,29,37,17,20,0.459459459,0.475247525,0.801980198,1469.962904
Michael Venus,Benoit Paire,0,1/11/2016,Auckland,70,2016-0301,282,679,18,NZL,27,3,1,2,0.333333333,0.285714286,4.428571429,1420.062734,FRA,26,43,26,17,0.604651163,0.555555556,2.794871795,1629.7921
Guillermo Garcia Lopez,Lukas Rosol,0,1/11/2016,Auckland,70,2016-0301,283,27,54,ESP,32,54,30,24,0.555555556,0.553956835,1.956834532,1539.416449,CZE,30,48,20,28,0.416666667,0.452380952,2.166666667,1549.115079
Matthew Barton,Steve Johnson,1,1/11/2016,Auckland,70,2016-0301,284,299,32,NA,NA,0,0,0,0,0,0,1500,USA,26,60,33,27,0.55,0.515923567,3.74522293,1571.935407
Philipp Kohlschreiber,Jo-Wilfried Tsonga,0,1/11/2016,Auckland,70,2016-0301,286,34,10,GER,32,49,29,20,0.591836735,0.5859375,2.0546875,1612.593515,FRA,30,47,32,15,0.680851064,0.62406015,3.736842105,1698.245602
Thiemo De Bakker,Fabio Fognini,0,1/11/2016,Auckland,70,2016-0301,287,100,21,NED,26,5,2,3,0.4,0.428571429,3.285714286,1436.750911,ITA,28,55,30,25,0.545454545,0.514285714,1.328571429,1591.828859
John Isner,Sam Querrey,1,1/11/2016,Auckland,70,2016-0301,288,11,60,USA,30,67,44,23,0.656716418,0.627218935,7.331360947,1660.175489,USA,28,41,19,22,0.463414634,0.476190476,5.466666667,1484.18819
Roberto Bautista Agut,Donald Young,1,1/11/2016,Auckland,70,2016-0301,289,25,46,ESP,27,67,39,28,0.582089552,0.579881657,1.485207101,1668.799535,USA,26,40,20,20,0.5,0.476635514,1.392523364,1534.530757
Jack Sock,Vasek Pospisil,1,1/11/2016,Auckland,70,2016-0301,290,26,39,USA,23,49,32,17,0.653061224,0.609756098,2.349593496,1705.695184,CAN,25,45,23,22,0.511111111,0.487603306,4.033057851,1551.943561
Kevin Anderson,Robin Haase,1,1/11/2016,Auckland,70,2016-0301,291,12,64,RSA,29,68,45,23,0.661764706,0.61878453,5.845303867,1670.941555,NED,28,34,14,20,0.411764706,0.425531915,1.968085106,1490.870988
Lukas Rosol,Benoit Paire,1,1/11/2016,Auckland,70,2016-0301,292,54,18,CZE,30,48,20,28,0.416666667,0.452380952,2.166666667,1549.115079,FRA,26,43,26,17,0.604651163,0.555555556,2.794871795,1629.7921
David Ferrer,Matthew Barton,1,1/11/2016,Auckland,70,2016-0301,293,8,299,ESP,33,63,46,17,0.73015873,0.658385093,0.888198758,1711.242892,NA,NA,0,0,0,0,0,0,1500
Jo-Wilfried Tsonga,Fabio Fognini,1,1/11/2016,Auckland,70,2016-0301,294,10,21,FRA,30,47,32,15,0.680851064,0.62406015,3.736842105,1698.245602,ITA,28,55,30,25,0.545454545,0.514285714,1.328571429,1591.828859
John Isner,Roberto Bautista Agut,0,1/11/2016,Auckland,70,2016-0301,295,11,25,USA,30,67,44,23,0.656716418,0.627218935,7.331360947,1660.175489,ESP,27,67,39,28,0.582089552,0.579881657,1.485207101,1668.799535
Jack Sock,Kevin Anderson,1,1/11/2016,Auckland,70,2016-0301,296,26,12,USA,23,49,32,17,0.653061224,0.609756098,2.349593496,1705.695184,RSA,29,68,45,23,0.661764706,0.61878453,5.845303867,1670.941555
Lukas Rosol,David Ferrer,0,1/11/2016,Auckland,70,2016-0301,297,54,8,CZE,30,48,20,28,0.416666667,0.452380952,2.166666667,1549.115079,ESP,33,63,46,17,0.73015873,0.658385093,0.888198758,1711.242892
Jo-Wilfried Tsonga,Roberto Bautista Agut,0,1/11/2016,Auckland,70,2016-0301,298,10,25,FRA,30,47,32,15,0.680851064,0.62406015,3.736842105,1698.245602,ESP,27,67,39,28,0.582089552,0.579881657,1.485207101,1668.799535
Jack Sock,David Ferrer,1,1/11/2016,Auckland,70,2016-0301,299,26,8,USA,23,49,32,17,0.653061224,0.609756098,2.349593496,1705.695184,ESP,33,63,46,17,0.73015873,0.658385093,0.888198758,1711.242892
Gilles Muller,Borna Coric,1,1/11/2016,Sydney,71,2016-M001,271,38,40,LUX,32,54,30,24,0.555555556,0.532374101,5.482014388,1589.699454,CRO,19,53,26,27,0.490566038,0.463768116,1.536231884,1553.751486
Inigo Cervantes Huegun,James Duckworth,0,1/11/2016,Sydney,71,2016-M001,272,72,134,ESP,25,1,0,1,0,0,3,1436.297265,AUS,23,18,7,11,0.388888889,0.418181818,3.454545455,1412.814046
Mikhail Kukushkin,Jeremy Chardy,0,1/11/2016,Sydney,71,2016-M001,273,63,31,KAZ,28,35,15,20,0.428571429,0.431818182,1.204545455,1477.444572,FRA,28,53,26,27,0.490566038,0.507042254,2.873239437,1562.507649
Maximilian Marterer,Pablo Cuevas,0,1/11/2016,Sydney,71,2016-M001,275,265,41,GER,20,2,0,2,0,0.2,2.8,1436.526527,URU,29,51,26,25,0.509803922,0.507462687,2.291044776,1502.394091
Alexander Sarkissian,Simone Bolelli,1,1/11/2016,Sydney,71,2016-M001,276,195,58,USA,25,2,1,1,0.5,0.6,3,1489.348451,ITA,30,49,26,23,0.530612245,0.531746032,1.619047619,1502.434191
Thomaz Bellucci,Alexandr Dolgopolov,0,1/11/2016,Sydney,71,2016-M001,277,37,36,BRA,28,56,28,28,0.5,0.496453901,2.361702128,1505.887038,UKR,26,47,24,23,0.510638298,0.516949153,2.805084746,1540.986208
Andreas Seppi,Denis Istomin,1,1/11/2016,Sydney,71,2016-M001,278,29,61,ITA,31,43,20,23,0.465116279,0.470588235,2.100840336,1505.327694,UZB,29,39,18,21,0.461538462,0.483870968,2.569892473,1468.405038
Nicolas Mahut,Adrian Mannarino,1,1/11/2016,Sydney,71,2016-M001,279,71,44,FRA,33,22,11,11,0.5,0.532258065,2.564516129,1514.237164,FRA,27,55,27,28,0.490909091,0.507246377,1.760869565,1480.364119
Tommy Robredo,John Millman,1,1/11/2016,Sydney,71,2016-M001,280,43,93,ESP,33,42,23,19,0.547619048,0.52293578,1.458715596,1554.650282,AUS,26,13,4,9,0.307692308,0.378378378,0.891891892,1455.321912
Leonardo Mayer,Teymuraz Gabashvili,0,1/11/2016,Sydney,71,2016-M001,282,35,50,ARG,28,48,26,22,0.541666667,0.545454545,2.545454545,1538.556322,RUS,30,37,16,21,0.432432432,0.458333333,1.9375,1517.434754
Sam Groth,Federico Delbonis,0,1/11/2016,Sydney,71,2016-M001,283,66,52,AUS,28,34,14,20,0.411764706,0.445652174,5.793478261,1442.84719,ARG,25,31,13,18,0.419354839,0.444444444,1.283950617,1466.954336
James Duckworth,Jeremy Chardy,0,1/11/2016,Sydney,71,2016-M001,287,134,31,AUS,23,18,7,11,0.388888889,0.418181818,3.454545455,1412.814046,FRA,28,53,26,27,0.490566038,0.507042254,2.873239437,1562.507649
