Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Guillermo Garcia Lopez,Sam Querrey,0,4/8/2019,Houston,289,2019-0717,289,115,71,ESP,35,35,14,21,0.4,0.409090909,1.363636364,1471.947635,USA,31,38,18,20,0.473684211,0.5,5.744897959,1601.512943
Bernard Tomic,Marcel Granollers,0,4/8/2019,Houston,289,2019-0717,290,79,112,AUS,26,22,11,11,0.5,0.50877193,3.754385965,1535.502388,ESP,32,14,5,9,0.357142857,0.363636364,2.333333333,1425.418285
Casper Ruud,Reilly Opelka,1,4/8/2019,Houston,289,2019-0717,291,95,56,NOR,20,17,9,8,0.529411765,0.488372093,1.813953488,1583.534121,USA,21,14,9,5,0.642857143,0.564102564,9.205128205,1568.660591
Santiago Giraldo,Jordan Thompson,0,4/8/2019,Houston,289,2019-0717,292,224,67,COL,30,1,0,1,0,0,0.666666667,1379.307951,AUS,24,27,12,15,0.444444444,0.434782609,2.130434783,1542.627518
Daniel Elahi Galan,Steve Johnson,1,4/8/2019,Houston,289,2019-0717,293,241,39,COL,22,1,0,1,0,0.333333333,2.666666667,1540.654051,USA,29,47,25,22,0.531914894,0.537815126,2.697478992,1534.737194
Cristian Garin,Henri Laaksonen,1,4/8/2019,Houston,289,2019-0717,294,73,126,CHI,22,11,6,5,0.545454545,0.464285714,1.75,1654.787706,SUI,26,11,6,5,0.545454545,0.533333333,2.2,1566.544674
Sam Querrey,Janko Tipsarevic,1,4/8/2019,Houston,289,2019-0717,295,71,372,USA,31,38,18,20,0.473684211,0.5,5.744897959,1601.512943,SRB,34,3,1,2,0.333333333,0.375,1.625,1488.027104
Marcel Granollers,Casper Ruud,0,4/8/2019,Houston,289,2019-0717,296,112,95,ESP,32,14,5,9,0.357142857,0.363636364,2.333333333,1425.418285,NOR,20,17,9,8,0.529411765,0.488372093,1.813953488,1583.534121
Daniel Elahi Galan,Jordan Thompson,1,4/8/2019,Houston,289,2019-0717,297,241,67,COL,22,1,0,1,0,0.333333333,2.666666667,1540.654051,AUS,24,27,12,15,0.444444444,0.434782609,2.130434783,1542.627518
Cristian Garin,Sam Querrey,1,4/8/2019,Houston,289,2019-0717,298,73,71,CHI,22,11,6,5,0.545454545,0.464285714,1.75,1654.787706,USA,31,38,18,20,0.473684211,0.5,5.744897959,1601.512943
Casper Ruud,Daniel Elahi Galan,1,4/8/2019,Houston,289,2019-0717,299,95,241,NOR,20,17,9,8,0.529411765,0.488372093,1.813953488,1583.534121,COL,22,1,0,1,0,0.333333333,2.666666667,1540.654051
Casper Ruud,Cristian Garin,0,4/8/2019,Houston,289,2019-0717,300,95,73,NOR,20,17,9,8,0.529411765,0.488372093,1.813953488,1583.534121,CHI,22,11,6,5,0.545454545,0.464285714,1.75,1654.787706
John Millman,Roberto Bautista Agut,0,4/15/2019,Monte Carlo Masters,290,2019-0410,239,39,22,AUS,29,41,20,21,0.487804878,0.491071429,1.6875,1551.768671,ESP,30,52,36,16,0.692307692,0.604316547,1.294964029,1788.327472
Matteo Berrettini,Grigor Dimitrov,0,4/15/2019,Monte Carlo Masters,290,2019-0410,240,55,28,ITA,22,46,23,23,0.5,0.5,3.040983607,1512.844779,BUL,27,35,19,16,0.542857143,0.520833333,2.947916667,1710.778132
Jan Lennard Struff,Denis Shapovalov,1,4/15/2019,Monte Carlo Masters,290,2019-0410,241,44,20,GER,28,50,27,23,0.54,0.518796992,3.864661654,1626.562443,CAN,19,60,33,27,0.55,0.512658228,2.879746835,1665.083216
Stan Wawrinka,Lucas Pouille,1,4/15/2019,Monte Carlo Masters,290,2019-0410,243,36,31,SUI,33,44,24,20,0.545454545,0.551724138,3.017241379,1712.798511,FRA,25,35,15,20,0.428571429,0.466666667,3.133333333,1563.145498
Laslo Djere,Guido Pella,0,4/15/2019,Monte Carlo Masters,290,2019-0410,244,32,35,SRB,23,35,18,17,0.514285714,0.477272727,2.25,1510.974591,ARG,28,49,28,21,0.571428571,0.542635659,2.325581395,1643.777785
Felix Auger Aliassime,Juan Ignacio Londero,1,4/15/2019,Monte Carlo Masters,290,2019-0410,247,33,79,CAN,18,30,18,12,0.6,0.594594595,2.675675676,1681.845904,ARG,25,13,8,5,0.615384615,0.586206897,1.620689655,1511.081687
Alexei Popyrin,Gilles Simon,0,4/15/2019,Monte Carlo Masters,290,2019-0410,248,120,26,AUS,19,11,3,8,0.272727273,0.392857143,3.107142857,1422.758023,FRA,34,59,34,25,0.576271186,0.556291391,1.920529801,1625.933058
Fabio Fognini,Andrey Rublev,1,4/15/2019,Monte Carlo Masters,290,2019-0410,249,18,90,ITA,31,55,32,23,0.581818182,0.561643836,1.356164384,1681.576625,RUS,21,33,14,19,0.424242424,0.423076923,2.371794872,1550.047142
Hubert Hurkacz,Borna Coric,0,4/15/2019,Monte Carlo Masters,290,2019-0410,250,52,13,POL,22,26,11,15,0.423076923,0.442857143,2.485714286,1599.183056,CRO,22,47,30,17,0.638297872,0.590551181,2.905511811,1748.515062
Jaume Munar,Lucas Catarina,1,4/15/2019,Monte Carlo Masters,290,2019-0410,251,61,554,ESP,21,38,21,17,0.552631579,0.515463918,1.649484536,1570.865086,MON,21,1,0,1,0,0.333333333,0.666666667,1435.008884
Pierre Hugues Herbert,Fernando Verdasco,1,4/15/2019,Monte Carlo Masters,290,2019-0410,252,49,38,FRA,28,43,23,20,0.534883721,0.517241379,2.922413793,1623.198815,ESP,35,55,29,26,0.527272727,0.536912752,2.812080537,1606.536455
Andreas Seppi,Lorenzo Sonego,0,4/15/2019,Monte Carlo Masters,290,2019-0410,255,46,96,ITA,35,50,25,25,0.5,0.515625,2.140625,1554.925874,ITA,23,21,10,11,0.476190476,0.462962963,2.462962963,1597.202032
Adrian Mannarino,Cameron Norrie,0,4/15/2019,Monte Carlo Masters,290,2019-0410,256,58,56,FRA,30,52,21,31,0.403846154,0.431818182,1.704545455,1517.669399,GBR,23,43,23,20,0.534883721,0.523364486,2,1564.722278
Marton Fucsovics,Nikoloz Basilashvili,1,4/15/2019,Monte Carlo Masters,290,2019-0410,257,37,17,HUN,27,54,30,24,0.555555556,0.548148148,1.688888889,1644.056008,GEO,27,56,31,25,0.553571429,0.52027027,2.290540541,1633.357458
David Goffin,Guido Andreozzi,1,4/15/2019,Monte Carlo Masters,290,2019-0410,258,21,84,BEL,28,44,26,18,0.590909091,0.551724138,1.793103448,1678.525055,ARG,27,21,7,14,0.333333333,0.345454545,1.745454545,1421.932046
Malek Jaziri,Dusan Lajovic,0,4/15/2019,Monte Carlo Masters,290,2019-0410,259,71,48,TUN,35,41,17,24,0.414634146,0.415841584,1.366336634,1429.178028,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447
Martin Klizan,Federico Delbonis,1,4/15/2019,Monte Carlo Masters,290,2019-0410,260,50,74,SVK,29,33,21,12,0.636363636,0.543209877,1.716049383,1622.025193,ARG,28,31,11,20,0.35483871,0.404761905,1.357142857,1457.286535
Mikhail Kukushkin,Jeremy Chardy,1,4/15/2019,Monte Carlo Masters,290,2019-0410,263,42,41,KAZ,31,43,22,21,0.511627907,0.495238095,1.076190476,1562.345834,FRA,32,48,24,24,0.5,0.4921875,3.640625,1558.236823
Aljaz Bedene,Radu Albot,0,4/15/2019,Monte Carlo Masters,290,2019-0410,264,70,45,SLO,29,33,15,18,0.454545455,0.467391304,2.75,1523.987524,MDA,29,39,20,19,0.512820513,0.471698113,1.150943396,1619.555664
Daniil Medvedev,Joao Sousa,1,4/15/2019,Monte Carlo Masters,290,2019-0410,265,14,51,RUS,23,70,46,24,0.657142857,0.63372093,2.88372093,1830.325501,POR,29,44,20,24,0.454545455,0.45,1.658333333,1537.360894
Diego Schwartzman,Kyle Edmund,1,4/15/2019,Monte Carlo Masters,290,2019-0410,266,24,23,ARG,26,53,28,25,0.528301887,0.510344828,0.924137931,1628.103623,GBR,24,51,30,21,0.588235294,0.590551181,2.385826772,1671.786463
Taro Daniel,Philipp Kohlschreiber,0,4/15/2019,Monte Carlo Masters,290,2019-0410,268,72,40,JPN,26,37,17,20,0.459459459,0.445652174,1.260869565,1410.662466,GER,35,49,26,23,0.530612245,0.536,2.168,1633.411441
Rafael Nadal,Roberto Bautista Agut,1,4/15/2019,Monte Carlo Masters,290,2019-0410,270,2,22,ESP,32,53,49,4,0.924528302,0.86013986,1.153846154,2049.470646,ESP,30,52,36,16,0.692307692,0.604316547,1.294964029,1788.327472
Jan Lennard Struff,Grigor Dimitrov,0,4/15/2019,Monte Carlo Masters,290,2019-0410,271,44,28,GER,28,50,27,23,0.54,0.518796992,3.864661654,1626.562443,BUL,27,35,19,16,0.542857143,0.520833333,2.947916667,1710.778132
Stan Wawrinka,Marco Cecchinato,0,4/15/2019,Monte Carlo Masters,290,2019-0410,272,36,16,SUI,33,44,24,20,0.545454545,0.551724138,3.017241379,1712.798511,ITA,26,54,29,25,0.537037037,0.507142857,2.007142857,1533.959476
Marin Cilic,Guido Pella,0,4/15/2019,Monte Carlo Masters,290,2019-0410,273,11,35,CRO,30,48,30,18,0.625,0.607142857,3.578571429,1719.037627,ARG,28,49,28,21,0.571428571,0.542635659,2.325581395,1643.777785
Felix Auger Aliassime,Alexander Zverev,0,4/15/2019,Monte Carlo Masters,290,2019-0410,274,33,3,CAN,18,30,18,12,0.6,0.594594595,2.675675676,1681.845904,GER,21,70,52,18,0.742857143,0.692307692,2.93956044,1789.577619
Borna Coric,Jaume Munar,1,4/15/2019,Monte Carlo Masters,290,2019-0410,276,13,61,CRO,22,47,30,17,0.638297872,0.590551181,2.905511811,1748.515062,ESP,21,38,21,17,0.552631579,0.515463918,1.649484536,1570.865086
Pierre Hugues Herbert,Kei Nishikori,1,4/15/2019,Monte Carlo Masters,290,2019-0410,277,49,6,FRA,28,43,23,20,0.534883721,0.517241379,2.922413793,1623.198815,JPN,29,71,50,21,0.704225352,0.643979058,1.382198953,1790.671505
Karen Khachanov,Lorenzo Sonego,0,4/15/2019,Monte Carlo Masters,290,2019-0410,278,12,96,RUS,22,58,36,22,0.620689655,0.602649007,3.543046358,1707.399003,ITA,23,21,10,11,0.476190476,0.462962963,2.462962963,1597.202032
Cameron Norrie,Marton Fucsovics,1,4/15/2019,Monte Carlo Masters,290,2019-0410,279,56,37,GBR,23,43,23,20,0.534883721,0.523364486,2,1564.722278,HUN,27,54,30,24,0.555555556,0.548148148,1.688888889,1644.056008
Dusan Lajovic,David Goffin,1,4/15/2019,Monte Carlo Masters,290,2019-0410,280,48,21,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447,BEL,28,44,26,18,0.590909091,0.551724138,1.793103448,1678.525055
Dominic Thiem,Martin Klizan,1,4/15/2019,Monte Carlo Masters,290,2019-0410,281,5,50,AUT,25,62,43,19,0.693548387,0.62804878,2.365853659,1775.596786,SVK,29,33,21,12,0.636363636,0.543209877,1.716049383,1622.025193
Mikhail Kukushkin,Stefanos Tsitsipas,0,4/15/2019,Monte Carlo Masters,290,2019-0410,282,42,8,KAZ,31,43,22,21,0.511627907,0.495238095,1.076190476,1562.345834,GRE,20,78,52,26,0.666666667,0.608910891,2.717821782,1765.987795
Radu Albot,Daniil Medvedev,0,4/15/2019,Monte Carlo Masters,290,2019-0410,283,45,14,MDA,29,39,20,19,0.512820513,0.471698113,1.150943396,1619.555664,RUS,23,70,46,24,0.657142857,0.63372093,2.88372093,1830.325501
Taylor Fritz,Diego Schwartzman,1,4/15/2019,Monte Carlo Masters,290,2019-0410,284,65,24,USA,21,38,17,21,0.447368421,0.495145631,3.776699029,1545.933915,ARG,26,53,28,25,0.528301887,0.510344828,0.924137931,1628.103623
Novak Djokovic,Philipp Kohlschreiber,1,4/15/2019,Monte Carlo Masters,290,2019-0410,285,1,40,SRB,31,73,61,12,0.835616438,0.777777778,2.085858586,1985.905821,GER,35,49,26,23,0.530612245,0.536,2.168,1633.411441
Grigor Dimitrov,Rafael Nadal,0,4/15/2019,Monte Carlo Masters,290,2019-0410,286,28,2,BUL,27,35,19,16,0.542857143,0.520833333,2.947916667,1710.778132,ESP,32,53,49,4,0.924528302,0.86013986,1.153846154,2049.470646
Guido Pella,Marco Cecchinato,1,4/15/2019,Monte Carlo Masters,290,2019-0410,287,35,16,ARG,28,49,28,21,0.571428571,0.542635659,2.325581395,1643.777785,ITA,26,54,29,25,0.537037037,0.507142857,2.007142857,1533.959476
Fabio Fognini,Alexander Zverev,1,4/15/2019,Monte Carlo Masters,290,2019-0410,288,18,3,ITA,31,55,32,23,0.581818182,0.561643836,1.356164384,1681.576625,GER,21,70,52,18,0.742857143,0.692307692,2.93956044,1789.577619
Pierre Hugues Herbert,Borna Coric,0,4/15/2019,Monte Carlo Masters,290,2019-0410,289,49,13,FRA,28,43,23,20,0.534883721,0.517241379,2.922413793,1623.198815,CRO,22,47,30,17,0.638297872,0.590551181,2.905511811,1748.515062
Cameron Norrie,Lorenzo Sonego,0,4/15/2019,Monte Carlo Masters,290,2019-0410,290,56,96,GBR,23,43,23,20,0.534883721,0.523364486,2,1564.722278,ITA,23,21,10,11,0.476190476,0.462962963,2.462962963,1597.202032
Dusan Lajovic,Dominic Thiem,1,4/15/2019,Monte Carlo Masters,290,2019-0410,291,48,5,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447,AUT,25,62,43,19,0.693548387,0.62804878,2.365853659,1775.596786
Daniil Medvedev,Stefanos Tsitsipas,1,4/15/2019,Monte Carlo Masters,290,2019-0410,292,14,8,RUS,23,70,46,24,0.657142857,0.63372093,2.88372093,1830.325501,GRE,20,78,52,26,0.666666667,0.608910891,2.717821782,1765.987795
Taylor Fritz,Novak Djokovic,0,4/15/2019,Monte Carlo Masters,290,2019-0410,293,65,1,USA,21,38,17,21,0.447368421,0.495145631,3.776699029,1545.933915,SRB,31,73,61,12,0.835616438,0.777777778,2.085858586,1985.905821
Rafael Nadal,Guido Pella,1,4/15/2019,Monte Carlo Masters,290,2019-0410,294,2,35,ESP,32,53,49,4,0.924528302,0.86013986,1.153846154,2049.470646,ARG,28,49,28,21,0.571428571,0.542635659,2.325581395,1643.777785
Fabio Fognini,Borna Coric,1,4/15/2019,Monte Carlo Masters,290,2019-0410,295,18,13,ITA,31,55,32,23,0.581818182,0.561643836,1.356164384,1681.576625,CRO,22,47,30,17,0.638297872,0.590551181,2.905511811,1748.515062
Dusan Lajovic,Lorenzo Sonego,1,4/15/2019,Monte Carlo Masters,290,2019-0410,296,48,96,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447,ITA,23,21,10,11,0.476190476,0.462962963,2.462962963,1597.202032
Daniil Medvedev,Novak Djokovic,1,4/15/2019,Monte Carlo Masters,290,2019-0410,297,14,1,RUS,23,70,46,24,0.657142857,0.63372093,2.88372093,1830.325501,SRB,31,73,61,12,0.835616438,0.777777778,2.085858586,1985.905821
Fabio Fognini,Rafael Nadal,1,4/15/2019,Monte Carlo Masters,290,2019-0410,298,18,2,ITA,31,55,32,23,0.581818182,0.561643836,1.356164384,1681.576625,ESP,32,53,49,4,0.924528302,0.86013986,1.153846154,2049.470646
Daniil Medvedev,Dusan Lajovic,0,4/15/2019,Monte Carlo Masters,290,2019-0410,299,14,48,RUS,23,70,46,24,0.657142857,0.63372093,2.88372093,1830.325501,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447
Dusan Lajovic,Fabio Fognini,0,4/15/2019,Monte Carlo Masters,290,2019-0410,300,48,18,SRB,28,50,25,25,0.5,0.496183206,1.473282443,1640.410447,ITA,31,55,32,23,0.581818182,0.561643836,1.356164384,1681.576625
Marcel Granollers,Nicolas Jarry,0,4/22/2019,Barcelona,291,2019-0425,239,110,81,ESP,32,17,7,10,0.411764706,0.4,2.175,1409.486651,CHI,23,38,15,23,0.394736842,0.453703704,3.490740741,1541.463041
Fernando Verdasco,Feliciano Lopez,1,4/22/2019,Barcelona,291,2019-0425,240,37,93,ESP,35,54,28,26,0.518518519,0.534246575,2.849315068,1608.690714,ESP,37,31,14,17,0.451612903,0.430379747,4.582278481,1559.704072
Taro Daniel,Mackenzie Mcdonald,0,4/22/2019,Barcelona,291,2019-0425,243,71,61,JPN,26,38,17,21,0.447368421,0.436170213,1.244680851,1399.301075,USA,23,32,15,17,0.46875,0.483516484,1.703296703,1596.114627
Cameron Norrie,Albert Ramos,0,4/22/2019,Barcelona,291,2019-0425,244,45,83,GBR,23,46,25,21,0.543478261,0.530973451,1.955752212,1540.274969,ESP,31,47,19,28,0.404255319,0.411764706,1.319327731,1519.634351
Reilly Opelka,Taylor Fritz,0,4/22/2019,Barcelona,291,2019-0425,247,59,58,USA,21,15,9,6,0.6,0.547619048,8.928571429,1544.724086,USA,21,40,18,22,0.45,0.495327103,3.682242991,1556.313771
Guido Andreozzi,Malek Jaziri,0,4/22/2019,Barcelona,291,2019-0425,248,97,72,ARG,27,22,7,15,0.318181818,0.333333333,1.684210526,1393.94648,TUN,35,42,17,25,0.404761905,0.40776699,1.359223301,1438.343198
Martin Klizan,Cristian Garin,0,4/22/2019,Barcelona,291,2019-0425,251,47,48,SVK,29,35,22,13,0.628571429,0.541176471,1.705882353,1606.884274,CHI,22,16,11,5,0.6875,0.56097561,1.853658537,1664.025325
Federico Delbonis,Nicola Kuhn,0,4/22/2019,Barcelona,291,2019-0425,252,76,276,ARG,28,32,11,21,0.34375,0.395348837,1.337209302,1441.959819,ESP,17,0,0,0,NA,NA,NA,1468.908025
Joao Sousa,Guido Pella,0,4/22/2019,Barcelona,291,2019-0425,255,50,28,POR,30,45,20,25,0.444444444,0.442622951,1.639344262,1528.122716,ARG,28,52,31,21,0.596153846,0.547445255,2.248175182,1675.174786
Benoit Paire,Juan Ignacio Londero,1,4/22/2019,Barcelona,291,2019-0425,256,46,79,FRA,29,53,25,28,0.471698113,0.485074627,3.410447761,1611.781303,ARG,25,14,8,6,0.571428571,0.548387097,1.548387097,1491.204661
Jaume Munar,Pedro Sousa,1,4/22/2019,Barcelona,291,2019-0425,259,57,107,ESP,21,40,22,18,0.55,0.519607843,1.647058824,1594.123804,POR,30,8,2,6,0.25,0.3,1,1341.904263
Yoshihito Nishioka,Diego Schwartzman,0,4/22/2019,Barcelona,291,2019-0425,260,70,25,JPN,23,23,13,10,0.565217391,0.508196721,0.68852459,1634.179885,ARG,26,53,28,25,0.528301887,0.510344828,0.924137931,1634.207321
Denis Kudla,Marton Fucsovics,0,4/22/2019,Barcelona,291,2019-0425,263,82,36,USA,26,33,12,21,0.363636364,0.380952381,3.047619048,1410.316232,HUN,27,55,31,24,0.563636364,0.547445255,1.700729927,1639.227627
Hugo Dellien,Jan Lennard Struff,0,4/22/2019,Barcelona,291,2019-0425,264,92,51,BOL,25,8,4,4,0.5,0.555555556,0.833333333,1466.171903,GER,28,49,26,23,0.530612245,0.503816794,3.916030534,1668.559987
David Ferrer,Mischa Zverev,1,4/22/2019,Barcelona,291,2019-0425,267,155,96,ESP,36,19,7,12,0.368421053,0.425531915,0.914893617,1572.113541,GER,31,35,13,22,0.371428571,0.433333333,2.355555556,1418.480221
Marius Copil,Leonardo Mayer,0,4/22/2019,Barcelona,291,2019-0425,268,80,63,ROU,28,33,12,21,0.363636364,0.430232558,4.488372093,1465.811141,ARG,31,45,20,25,0.444444444,0.464912281,2.570175439,1561.751981
Nicolas Jarry,Alexander Zverev,1,4/22/2019,Barcelona,291,2019-0425,270,81,3,CHI,23,38,15,23,0.394736842,0.453703704,3.490740741,1541.463041,GER,21,68,50,18,0.735294118,0.695402299,2.994252874,1768.068086
Grigor Dimitrov,Fernando Verdasco,1,4/22/2019,Barcelona,291,2019-0425,271,43,37,BUL,27,34,18,16,0.529411765,0.52173913,2.97826087,1700.358447,ESP,35,54,28,26,0.518518519,0.534246575,2.849315068,1608.690714
Gilles Simon,Mackenzie Mcdonald,0,4/22/2019,Barcelona,291,2019-0425,272,27,61,FRA,34,58,34,24,0.586206897,0.567567568,1.952702703,1610.799864,USA,23,32,15,17,0.46875,0.483516484,1.703296703,1596.114627
Albert Ramos,Daniil Medvedev,0,4/22/2019,Barcelona,291,2019-0425,273,83,14,ESP,31,47,19,28,0.404255319,0.411764706,1.319327731,1519.634351,RUS,23,73,49,24,0.671232877,0.642458101,2.82122905,1842.471983
Kei Nishikori,Taylor Fritz,1,4/22/2019,Barcelona,291,2019-0425,274,7,58,JPN,29,66,45,21,0.681818182,0.638418079,1.435028249,1798.389872,USA,21,40,18,22,0.45,0.495327103,3.682242991,1556.313771
Malek Jaziri,Felix Auger Aliassime,0,4/22/2019,Barcelona,291,2019-0425,275,72,31,TUN,35,42,17,25,0.404761905,0.40776699,1.359223301,1438.343198,CAN,18,31,19,12,0.612903226,0.6,2.68,1675.046086
Cristian Garin,Denis Shapovalov,1,4/22/2019,Barcelona,291,2019-0425,276,48,20,CHI,22,16,11,5,0.6875,0.56097561,1.853658537,1664.025325,CAN,20,60,33,27,0.55,0.51572327,2.855345912,1648.405723
Roberto Carballes Baena,Nicola Kuhn,1,4/22/2019,Barcelona,291,2019-0425,277,104,276,ESP,25,35,15,20,0.428571429,0.449438202,0.988764045,1535.115943,ESP,17,0,0,0,NA,NA,NA,1468.908025
Karen Khachanov,Guido Pella,0,4/22/2019,Barcelona,291,2019-0425,278,13,28,RUS,22,56,34,22,0.607142857,0.591836735,3.591836735,1689.917902,ARG,28,52,31,21,0.596153846,0.547445255,2.248175182,1675.174786
Benoit Paire,Pablo Carreno Busta,1,4/22/2019,Barcelona,291,2019-0425,279,46,29,FRA,29,53,25,28,0.471698113,0.485074627,3.410447761,1611.781303,ESP,27,37,22,15,0.594594595,0.549019608,1.352941176,1635.59168
Jaume Munar,Frances Tiafoe,1,4/22/2019,Barcelona,291,2019-0425,280,57,30,ESP,21,40,22,18,0.55,0.519607843,1.647058824,1594.123804,USA,21,47,24,23,0.510638298,0.519083969,2.786259542,1584.321683
Diego Schwartzman,Dominic Thiem,0,4/22/2019,Barcelona,291,2019-0425,281,25,5,ARG,26,53,28,25,0.528301887,0.510344828,0.924137931,1634.207321,AUT,25,61,42,19,0.68852459,0.63125,2.3375,1831.803174
Stefanos Tsitsipas,Marton Fucsovics,1,4/22/2019,Barcelona,291,2019-0425,282,8,36,GRE,20,78,52,26,0.666666667,0.610837438,2.679802956,1755.173741,HUN,27,55,31,24,0.563636364,0.547445255,1.700729927,1639.227627
Jan Lennard Struff,David Goffin,1,4/22/2019,Barcelona,291,2019-0425,283,51,22,GER,28,49,26,23,0.530612245,0.503816794,3.916030534,1668.559987,BEL,28,43,25,18,0.581395349,0.543859649,1.789473684,1664.225501
Lucas Pouille,David Ferrer,0,4/22/2019,Barcelona,291,2019-0425,284,32,155,FRA,25,35,15,20,0.428571429,0.461538462,3.153846154,1548.435239,ESP,36,19,7,12,0.368421053,0.425531915,0.914893617,1572.113541
Rafael Nadal,Leonardo Mayer,1,4/22/2019,Barcelona,291,2019-0425,285,2,63,ESP,32,52,47,5,0.903846154,0.843971631,1.177304965,2034.57019,ARG,31,45,20,25,0.444444444,0.464912281,2.570175439,1561.751981
Grigor Dimitrov,Nicolas Jarry,0,4/22/2019,Barcelona,291,2019-0425,286,43,81,BUL,27,34,18,16,0.529411765,0.52173913,2.97826087,1700.358447,CHI,23,38,15,23,0.394736842,0.453703704,3.490740741,1541.463041
Mackenzie Mcdonald,Daniil Medvedev,0,4/22/2019,Barcelona,291,2019-0425,287,61,14,USA,23,32,15,17,0.46875,0.483516484,1.703296703,1596.114627,RUS,23,73,49,24,0.671232877,0.642458101,2.82122905,1842.471983
Kei Nishikori,Felix Auger Aliassime,1,4/22/2019,Barcelona,291,2019-0425,288,7,31,JPN,29,66,45,21,0.681818182,0.638418079,1.435028249,1798.389872,CAN,18,31,19,12,0.612903226,0.6,2.68,1675.046086
Cristian Garin,Roberto Carballes Baena,0,4/22/2019,Barcelona,291,2019-0425,289,48,104,CHI,22,16,11,5,0.6875,0.56097561,1.853658537,1664.025325,ESP,25,35,15,20,0.428571429,0.449438202,0.988764045,1535.115943
Guido Pella,Benoit Paire,1,4/22/2019,Barcelona,291,2019-0425,290,28,46,ARG,28,52,31,21,0.596153846,0.547445255,2.248175182,1675.174786,FRA,29,53,25,28,0.471698113,0.485074627,3.410447761,1611.781303
Jaume Munar,Dominic Thiem,0,4/22/2019,Barcelona,291,2019-0425,291,57,5,ESP,21,40,22,18,0.55,0.519607843,1.647058824,1594.123804,AUT,25,61,42,19,0.68852459,0.63125,2.3375,1831.803174
Stefanos Tsitsipas,Jan Lennard Struff,0,4/22/2019,Barcelona,291,2019-0425,292,8,51,GRE,20,78,52,26,0.666666667,0.610837438,2.679802956,1755.173741,GER,28,49,26,23,0.530612245,0.503816794,3.916030534,1668.559987
David Ferrer,Rafael Nadal,0,4/22/2019,Barcelona,291,2019-0425,293,155,2,ESP,36,19,7,12,0.368421053,0.425531915,0.914893617,1572.113541,ESP,32,52,47,5,0.903846154,0.843971631,1.177304965,2034.57019
Nicolas Jarry,Daniil Medvedev,0,4/22/2019,Barcelona,291,2019-0425,294,81,14,CHI,23,38,15,23,0.394736842,0.453703704,3.490740741,1541.463041,RUS,23,73,49,24,0.671232877,0.642458101,2.82122905,1842.471983
Roberto Carballes Baena,Kei Nishikori,0,4/22/2019,Barcelona,291,2019-0425,295,104,7,ESP,25,35,15,20,0.428571429,0.449438202,0.988764045,1535.115943,JPN,29,66,45,21,0.681818182,0.638418079,1.435028249,1798.389872
Dominic Thiem,Guido Pella,1,4/22/2019,Barcelona,291,2019-0425,296,5,28,AUT,25,61,42,19,0.68852459,0.63125,2.3375,1831.803174,ARG,28,52,31,21,0.596153846,0.547445255,2.248175182,1675.174786
Jan Lennard Struff,Rafael Nadal,0,4/22/2019,Barcelona,291,2019-0425,297,51,2,GER,28,49,26,23,0.530612245,0.503816794,3.916030534,1668.559987,ESP,32,52,47,5,0.903846154,0.843971631,1.177304965,2034.57019
Daniil Medvedev,Kei Nishikori,1,4/22/2019,Barcelona,291,2019-0425,298,14,7,RUS,23,73,49,24,0.671232877,0.642458101,2.82122905,1842.471983,JPN,29,66,45,21,0.681818182,0.638418079,1.435028249,1798.389872
Rafael Nadal,Dominic Thiem,0,4/22/2019,Barcelona,291,2019-0425,299,2,5,ESP,32,52,47,5,0.903846154,0.843971631,1.177304965,2034.57019,AUT,25,61,42,19,0.68852459,0.63125,2.3375,1831.803174
